name,pretty_name,count,total,avg,min,max
model.proj_in,Model Proj In,11,0.02301967599942145,0.002092697818129223,0.0010128660001100798,0.012322837999818148
block.norm1,LayerNorm (Pre-Attention),352,0.18358566399547271,0.0005215501818053202,0.00034043799996652524,0.0038809420002507977
attn.q_proj,Attn Q Proj,352,0.4932670319981298,0.0014013267954492324,0.0009367410002596444,0.012318965999838838
attn.k_proj,Attn K Proj,352,0.499690491000365,0.0014195752585237642,0.0009636519998821313,0.012324470000294241
attn.v_proj,Attn V Proj,352,0.4933606869922187,0.0014015928607733485,0.0009608680002202163,0.006399811000392219
attn.matmul_qk,QKᵀ MatMul,352,1.828040838996003,0.0051932978380568266,0.0004421629996613774,0.6453770459997941
attn.apply_causal_mask,Causal Mask,352,1.6173503219984013,0.004594745232950004,0.00031058199965627864,0.05738768800028993
attn.softmax,Softmax,352,2.8917873350037553,0.008215304928987942,0.00016297100000883802,0.7078582169997389
attn.weighted_sum,Attention Weighted Sum,352,1.526308029003303,0.00433610235512302,0.00042203500015602913,0.048785605000375654
attn.out_projection,Output Projection,352,0.4489045000009355,0.0012752968750026578,0.0009106939996854635,0.004966349999904196
block.norm2,LayerNorm (Pre-FFN),352,0.18783610900345593,0.0005336253096689089,0.00037288500016074977,0.002546773000176472
ff.linear1,FFN Linear 1,352,1.6835130789972936,0.004782707610787766,0.0029840079996574786,0.023601482000231044
ff.gelu,GELU Activation,352,0.11825321599599192,0.00033594663635224976,0.0001706829998511239,0.0024699749997125764
ff.linear2,FFN Linear 2,352,1.4868726750041787,0.004224070099443689,0.002945289999843226,0.01715063200026634
model.proj_out,Model Proj Out,11,0.015730098000403814,0.0014300089091276195,0.0009858909998001764,0.005040779999944789
model.output_head,Output Head Projection,11,0.21080935499912812,0.019164486818102556,0.007419877999836899,0.13546485000006214
attn.cache_concat,KV Cache Concat,320,0.646934097000667,0.002021669053127084,0.0018966480001836317,0.00270734400010042
