name,pretty_name,group,count,total,avg,min,max
model.proj_in,Extra Proj In,Output Head / Extra Proj,11,0.01933659799851739,0.0017578725453197628,0.0010082049993798137,0.00840598700051487
block.norm1,LayerNorm (Pre-Attn),Layer Normalization,352,0.15662353000698204,0.0004449532102471081,0.000322425999911502,0.0021491120005521225
attn.q_proj,Q Projection,Self-Attention,352,0.43311221000749356,0.0012304324147940158,0.0009501270005785045,0.00847581000016362
attn.k_proj,K Projection,Self-Attention,352,0.4419695229998979,0.0012555952357951644,0.0009740300001794822,0.00837331599996105
attn.v_proj,V Projection,Self-Attention,352,0.44089686700317543,0.0012525479176226575,0.0009673419999671751,0.0088086679998014
attn.matmul_qk,QKᵀ MatMul,Self-Attention,352,0.5726844829914626,0.0016269445539530186,0.0004453040000953479,0.16473474699978397
attn.apply_causal_mask,Causal Mask,Self-Attention,352,0.5135412920008093,0.0014589241250022992,0.00030745000003662426,0.025197385999490507
attn.softmax,Softmax,Self-Attention,352,1.2432653180039779,0.0035320037443294827,0.00016738900012569502,0.21408275199974014
attn.weighted_sum,Attention Weighted Sum,Self-Attention,352,0.46006476499314886,0.001307002173275991,0.0003354499995111837,0.012737682000079076
attn.out_projection,Output Projection,Self-Attention,352,0.3990123480080001,0.0011335578068409095,0.0009051349998117075,0.003074598000239348
block.norm2,LayerNorm (Pre-FFN),Layer Normalization,352,0.16394973600836238,0.0004657662954783022,0.0003757369995582849,0.001431108999895514
ff.linear1,FFN Linear 1,Feed Forward Network,352,1.2899972019895358,0.003664764778379363,0.0029980239996802993,0.010174625999752607
ff.gelu,GELU Activation,Feed Forward Network,352,0.0916584089936805,0.0002603932073684105,0.00016969300031632883,0.0012441680000847555
ff.linear2,FFN Linear 2,Feed Forward Network,352,1.6129700629962826,0.004582301315330348,0.002946345000054862,0.02092252200054645
model.proj_out,Extra Proj Out,Output Head / Extra Proj,11,0.013854234999598702,0.0012594759090544276,0.0009808129998418735,0.0032422109998151427
model.output_head,Output Head Projection,Output Head / Extra Proj,11,0.14523847500095144,0.013203497727359221,0.0073837019999700715,0.07051657300053193
attn.cache_concat,KV Cache Concat,Self-Attention,320,0.3587470740039862,0.001121084606262457,0.0010391480000180309,0.0015447400000994094
