name,pretty_name,group,count,total,avg,min,max
block.norm1,LayerNorm (Pre-Attn),Layer Normalization,32,0.05820937399403192,0.0018190429373134975,0.0015778340020915493,0.0038386679952964187
attn.q_proj,Q Projection,Self-Attention,32,0.31619170802878216,0.009880990875899442,0.009389118000399321,0.018997439998202026
attn.k_proj,K Projection,Self-Attention,32,0.31656837798072957,0.009892761811897799,0.00941423699259758,0.019130079002934508
attn.v_proj,V Projection,Self-Attention,32,0.3167588019859977,0.009898712562062428,0.00938857400615234,0.01896371199109126
attn.matmul_qk,QKᵀ MatMul,Self-Attention,32,6.0018445510359015,0.18755764221987192,0.11005405600008089,2.528389225000865
attn.apply_causal_mask,Causal Mask,Self-Attention,32,3.732187557965517,0.11663086118642241,0.11534146199119277,0.13818523599184118
attn.softmax,Softmax,Self-Attention,32,8.796791382032097,0.27489973068850304,0.19357583399687428,2.7883932719996665
attn.weighted_sum,Attention Weighted Sum,Self-Attention,32,5.331035448994953,0.1665948577810923,0.16500224600895308,0.1964435730042169
attn.out_projection,Output Projection,Self-Attention,32,0.2632443340116879,0.008226385437865247,0.008015056999283843,0.008569835990783758
block.norm2,LayerNorm (Pre-FFN),Layer Normalization,32,0.056852560970583,0.0017766425303307187,0.0015930020017549396,0.002214721986092627
ff.linear1,FFN Linear 1,Feed Forward Network,32,1.0722295560408384,0.0335071736262762,0.033361075998982415,0.03468528899247758
ff.gelu,GELU Activation,Feed Forward Network,32,0.11331939502269961,0.003541231094459363,0.0033607540099183097,0.0038238519919104874
ff.linear2,FFN Linear 2,Feed Forward Network,32,1.0247597120032879,0.032023741000102746,0.031566863995976746,0.03381320499465801
model.output_head,Output Head Projection,Output Head / Extra Proj,1,0.27084599499357864,0.27084599499357864,0.27084599499357864,0.27084599499357864
