name,pretty_name,count,total,avg,min,max
block.norm1,LayerNorm (Pre-Attention),352,0.12718968600074732,0.0003613343352293958,0.0002668020001692639,0.002483162000089578
attn.q_proj,Attn Q Proj,352,0.5070785769976283,0.0014405641391978077,0.0009595340000032593,0.013100991999863254
attn.k_proj,Attn K Proj,352,0.24796001899903786,0.0007044318721563576,0.0005070129998330231,0.005644432000053712
attn.v_proj,Attn V Proj,352,0.24193499000216434,0.0006873153125061486,0.0004972220001491223,0.0056438890001118125
attn.gqa_expand,Attn Gqa Expand,352,0.17744124499859026,0.0005040944460187224,0.00037914800009275496,0.003919406000022718
attn.matmul_qk,QKᵀ MatMul,352,1.830186628004185,0.005199393829557344,0.00043591300004663935,0.6438312010000118
attn.apply_causal_mask,Causal Mask,352,1.5980211999969924,0.00453983295453691,0.0002966880001622485,0.05960778200005734
attn.softmax,Softmax,352,2.900537788003021,0.008240164170463127,0.00016338299997187278,0.7103174009998838
attn.weighted_sum,Attention Weighted Sum,352,1.5241828040009295,0.004330064784093549,0.00042020199998660246,0.04880074599986983
attn.out_projection,Output Projection,352,0.4607048390039381,0.001308820565352097,0.0009068639999441075,0.0046298950001073536
block.norm2,LayerNorm (Pre-FFN),352,0.13266018600256757,0.0003768755284163851,0.00028017799991175707,0.00137314299990976
ff.swiglu,Ff Swiglu,352,4.834857123001711,0.013735389553982135,0.00857135800015385,0.06560760100001062
model.output_head,Output Head Projection,11,0.21247012900039408,0.019315466272763097,0.007450585000015053,0.1364681960001235
attn.cache_concat,KV Cache Concat,320,0.6368263650012977,0.0019900823906290554,0.0018881879998389195,0.0021766540000953682
