name,pretty_name,count,total,avg,min,max
block.norm1,LayerNorm (Pre-Attention),352,0.11085339600208499,0.00031492442046046875,0.00017035699988809938,0.0012571030001709005
attn.q_proj,Attn Q Proj,352,0.43053335200102083,0.0012231061136392636,0.0009575060000770463,0.005440481000050568
attn.k_proj,Attn K Proj,352,0.2102891019994786,0.0005974122215894278,0.00038989499989838805,0.0021038639999915176
attn.v_proj,Attn V Proj,352,0.20287907999659183,0.0005763610227175905,0.0003662809999696037,0.0020688269999027398
attn.gqa_expand,Attn Gqa Expand,352,0.14995326100006423,0.0004260035823865461,0.000262287999930777,0.0018252259999371745
attn.matmul_qk,QKᵀ MatMul,352,0.22622355900216462,0.0006426805653470586,0.00031530799992651737,0.005830086999822015
attn.apply_causal_mask,Causal Mask,352,0.21005010900103116,0.0005967332642074749,0.00020504300005086407,0.0066625780000322266
attn.softmax,Softmax,352,0.120791005999763,0.00034315626704478126,0.00010620100010783062,0.0047628279999116785
attn.weighted_sum,Attention Weighted Sum,352,0.20889057499880437,0.0005934391335193305,0.0002232809999895835,0.006916642000078355
attn.out_projection,Output Projection,352,0.40650007100134644,0.001154829747162916,0.0009151090000614204,0.00512651700000788
block.norm2,LayerNorm (Pre-FFN),352,0.11749393799823338,0.00033378959658589025,0.00017381299994667643,0.0016758270000991615
ff.swiglu,Ff Swiglu,352,3.9587510880026002,0.011246451954552842,0.008606007000025784,0.05738300200005142
model.output_head,Output Head Projection,11,0.23732338200011327,0.021574852909101206,0.008193975000040155,0.10795670899983634
attn.cache_concat,KV Cache Concat,320,0.22746738999762783,0.0007108355937425869,0.0005998980000185838,0.0009024059997955192
