name,pretty_name,group,count,total,avg,min,max
block.norm1,LayerNorm (Pre-Attn),Layer Normalization,352,0.1285541250690585,0.00036521058258255255,0.0002552579971961677,0.0029900480003561825
attn.q_proj,Q Projection,Self-Attention,352,0.49205093024647795,0.0013978719609274942,0.0009562680061208084,0.013050762994680554
attn.k_proj,K Projection,Self-Attention,352,0.2531275320943678,0.0007191123070862722,0.0005171410011826083,0.005642119998810813
attn.v_proj,V Projection,Self-Attention,352,0.24780579899379518,0.0007039937471414636,0.000507700999150984,0.005652680003549904
attn.gqa_expand,GQA Expand,Self-Attention,352,0.1859566160128452,0.0005282858409455829,0.00040063100459519774,0.003972331003751606
attn.matmul_qk,QKᵀ MatMul,Self-Attention,352,1.8255863250524271,0.005186324787080759,0.0004532069870037958,0.64453191398934
attn.apply_causal_mask,Causal Mask,Self-Attention,352,1.0967002900579246,0.003115625824028195,0.00027794599009212106,0.0425644400093006
attn.softmax,Softmax,Self-Attention,352,2.900404761894606,0.008239786255382403,0.00016265199519693851,0.7068188770062989
attn.weighted_sum,Attention Weighted Sum,Self-Attention,352,1.511996078887023,0.0042954434059290425,0.00042709500121418387,0.04864907900628168
attn.out_projection,Output Projection,Self-Attention,352,0.4441630020592129,0.001261826710395491,0.0009094199922401458,0.004785465993336402
block.norm2,LayerNorm (Pre-FFN),Layer Normalization,352,0.13271629529481288,0.00037703492981480934,0.0002820100053213537,0.0016364129987778142
ff.w1_gate,Ff W1 Gate,Feed Forward Network,352,1.674662153905956,0.0047575629372328294,0.0030079680000199005,0.023623082000995055
ff.w2_up,Ff W2 Up,Feed Forward Network,352,1.68670725809352,0.004791781983220228,0.0030233590077841654,0.023339246996329166
ff.swiglu_act,Ff Swiglu Act,Feed Forward Network,352,0.20865178600070067,0.0005927607556838087,0.00025996199110522866,0.004957654993631877
ff.w3_down,Ff W3 Down,Feed Forward Network,352,1.4785547729406971,0.004200439695854253,0.0029468170105246827,0.017185042990604416
model.output_head,Output Head Projection,Output Head / Extra Proj,11,0.21119268599431962,0.01919933509039269,0.007467777002602816,0.13612497400026768
attn.cache_concat,KV Cache Concat,Self-Attention,320,0.6203489489853382,0.001938590465579182,0.0018860080017475411,0.002132786001311615
