name,pretty_name,group,count,total,avg,min,max
block.norm1,LayerNorm (Pre-Attn),Layer Normalization,352,0.11377780295151751,0.0003232323947486293,0.00022140399960335344,0.006148291009594686
attn.q_proj,Q Projection,Self-Attention,352,0.7613500310399104,0.0021629262245452,0.0010845219949260354,0.2387871590035502
attn.k_proj,K Projection,Self-Attention,352,0.2228853650885867,0.0006331970599107576,0.0005008220032323152,0.001544735991046764
attn.v_proj,V Projection,Self-Attention,352,0.2212635380710708,0.0006285895967928147,0.0004671909991884604,0.0022891370026627555
attn.gqa_expand,GQA Expand,Self-Attention,352,0.1561229452054249,0.0004435310943335935,0.00035890500294044614,0.001759260005201213
attn.matmul_qk,QKᵀ MatMul,Self-Attention,352,0.26290019204316195,0.0007468755455771646,0.00039768799615558237,0.028882742000860162
attn.apply_causal_mask,Causal Mask,Self-Attention,352,0.14122402998327743,0.0004012046306343109,0.00015711699961684644,0.002713960988330655
attn.softmax,Softmax,Self-Attention,352,0.5930673178954748,0.0016848503349303262,9.279799996875226e-05,0.02513836999423802
attn.weighted_sum,Attention Weighted Sum,Self-Attention,352,0.19122587390302215,0.0005432553235881311,0.0002157400012947619,0.0031210569868562743
attn.out_projection,Output Projection,Self-Attention,352,0.7915253621758893,0.002248651597090595,0.0010786659986479208,0.01259075199777726
block.norm2,LayerNorm (Pre-FFN),Layer Normalization,352,0.11881682203966193,0.00033754778988540323,0.0002487630117684603,0.0011018009972758591
ff.w1_gate,Ff W1 Gate,Feed Forward Network,352,2.6805948259861907,0.007615326210188042,0.003710164994117804,0.042135912997764535
ff.w2_up,Ff W2 Up,Feed Forward Network,352,2.529277194858878,0.0071854465763036305,0.0037101010093465447,0.04012414599128533
ff.swiglu_act,Ff Swiglu Act,Feed Forward Network,352,0.19025543912721332,0.0005404984066114015,0.00025202699180226773,0.014204863997292705
ff.w3_down,Ff W3 Down,Feed Forward Network,352,2.6460989270271966,0.007517326497236354,0.0036251099954824895,0.04141199099831283
model.output_head,Output Head Projection,Output Head / Extra Proj,11,0.2974163890030468,0.027037853545731527,0.009294561998103745,0.12047444899508264
attn.cache_concat,KV Cache Concat,Self-Attention,320,0.15343601790664252,0.00047948755595825785,0.0003981680056313053,0.001109450007788837
