name,pretty_name,count,total,avg,min,max
block.norm1,LayerNorm (Pre-Attention),352,0.10247303599908264,0.0002911165795428484,0.0001801629999818033,0.00044791000004806847
attn.qkv_projection,QKV Projection,352,1.0768551569999545,0.0030592476051135072,0.0028209690000267074,0.007925907999947412
attn.matmul_qk,QKᵀ MatMul,352,0.1723423699994555,0.0004896090056802714,0.00034486899994590203,0.0014400530000102663
attn.apply_causal_mask,Causal Mask,32,0.036284948999991684,0.0011339046562497401,0.0009581260000004477,0.0017013689999885173
attn.softmax,Softmax,352,0.08061896600042928,0.00022903115341031045,0.00014061000001674984,0.0010207509999418107
attn.weighted_sum,Attention Weighted Sum,352,0.14786376600011408,0.00042006751704577863,0.0002564189999247901,0.001638776000049802
attn.out_projection,Output Projection,352,0.4206154599994534,0.0011949302840893563,0.001087343999984114,0.0027620240000487684
block.norm2,LayerNorm (Pre-FFN),352,0.10486473100058902,0.0002979111676153097,0.00027232399997956236,0.00041639000005488924
ff.linear1,FFN Linear 1,352,1.3971277149989874,0.003969112826701668,0.0036922460000141655,0.009908145000053992
ff.gelu,GELU Activation,352,0.08476169100060815,0.000240800258524455,0.0002025310000135505,0.0006358809999937876
ff.linear2,FFN Linear 2,352,1.3810601449998785,0.003923466321022382,0.0036214289999634275,0.0104031280000072
model.output_head,Output Head Projection,11,0.2540023370000881,0.023091121545462556,0.009302088000026743,0.09595321100005094
attn.cache_concat,KV Cache Concat,320,0.1453514120003092,0.00045422316250096626,0.00039994099995510624,0.0008373240000310034
