name,pretty_name,count,total,avg,min,max
block.norm1,LayerNorm (Pre-Attention),352,0.10334892600440071,0.00029360490342159295,0.0001747149999573594,0.0005211689999669034
attn.qkv_projection,QKV Projection,352,0.9109966469991377,0.0025880586562475505,0.0023017900002741953,0.010258195999995223
attn.matmul_qk,QKᵀ MatMul,352,0.18827673199939454,0.0005348770795437345,0.00021842600017407676,0.0028386369999680028
attn.apply_causal_mask,Causal Mask,32,0.062277383001855924,0.0019461682188079976,0.0016478239999742073,0.003224225999929331
attn.softmax,Softmax,352,0.09437524500435757,0.00026811149148965217,9.177299989460153e-05,0.002183392000006279
attn.weighted_sum,Attention Weighted Sum,352,0.1650629359960476,0.00046892879544331703,0.00017413900013707462,0.00320630699980029
attn.out_projection,Output Projection,352,0.35517390900304235,0.0010090167869404613,0.0008460550002382661,0.0033410220003133873
block.norm2,LayerNorm (Pre-FFN),352,0.10518461200581442,0.00029881992047106365,0.0002713199996833282,0.0004956339998898329
ff.linear1,FFN Linear 1,352,1.167363801997908,0.003316374437494057,0.0029840420002074097,0.012238554999839835
ff.gelu,GELU Activation,352,0.08604873299736937,0.00024445662783343573,0.00020261899999240995,0.0006544769998981792
ff.linear2,FFN Linear 2,352,1.2693659079982353,0.0036061531477222593,0.0029349550000006275,0.014213440000276023
model.output_head,Output Head Projection,11,0.18191447600020183,0.016537679636381985,0.0074012889999721665,0.07115504400007922
attn.cache_concat,KV Cache Concat,320,0.16217819399707878,0.0005068068562408712,0.0004009809999843128,0.0007561060001535225
