name,pretty_name,count,total,avg,min,max
block.norm1,LayerNorm (Pre-Attention),352,0.1039887890033242,0.000295422696032171,0.0002505530001144507,0.00047822600026847795
attn.qkv_projection,QKV Projection,352,0.9216736590037726,0.0026183910767152633,0.0023009859996818705,0.009718422000332794
attn.matmul_qk,QKᵀ MatMul,352,0.18212294500153803,0.0005173947301180058,0.0004248830000506132,0.0021101429997543164
attn.apply_causal_mask,Causal Mask,32,0.05054440400090243,0.001579512625028201,0.0013514150000446534,0.0024305490001097496
attn.softmax,Softmax,352,0.09141939800065302,0.00025971419886549154,0.00017180300028485362,0.0017937369998435315
attn.weighted_sum,Attention Weighted Sum,352,0.1566348499995911,0.00044498536931702017,0.000308917999973346,0.002267769999889424
attn.out_projection,Output Projection,352,0.3538983049993476,0.0010053929119299648,0.0009002609999697597,0.0031582390001858585
block.norm2,LayerNorm (Pre-FFN),352,0.10552241100003812,0.0002997795767046537,0.00027007199969375506,0.0004564020000543678
ff.linear1,FFN Linear 1,352,1.1733874889973777,0.003333487184651641,0.0029890290002185793,0.01141494600005899
ff.gelu,GELU Activation,352,0.0857498309874245,0.00024360747439609233,0.0001073889998224331,0.0007724880001660495
ff.linear2,FFN Linear 2,352,1.161258008000459,0.003299028431819486,0.002898312000070291,0.009475804999965476
model.output_head,Output Head Projection,11,0.10423012800038123,0.009475466181852838,0.007417950000217388,0.029313182000350935
attn.cache_concat,KV Cache Concat,320,0.13471252399904188,0.00042097663749700586,0.0003934280002795276,0.0007150820001697866
