name,pretty_name,count,total,avg,min,max
block.norm1,LayerNorm (Pre-Attention),352,0.10366553899712017,0.00029450437215090955,0.00025109599982897635,0.0004352179998932115
attn.qkv_projection,QKV Projection,352,0.9783617369939748,0.002779436752823792,0.002329237000139983,0.007879107000007934
attn.matmul_qk,QKᵀ MatMul,352,0.17426976599563204,0.000495084562487591,0.0003316689999337541,0.0015496139999413572
attn.apply_causal_mask,Causal Mask,32,0.03966288099945814,0.0012394650312330668,0.0010375669999120873,0.001803556999675493
attn.softmax,Softmax,352,0.08088280600031794,0.0002297806988645396,0.0001210519999403914,0.0010290550003446697
attn.weighted_sum,Attention Weighted Sum,352,0.1489602360029494,0.0004231824886447426,0.00032965299988063634,0.0017033369999808201
attn.out_projection,Output Projection,352,0.3878848240037769,0.0011019455227380024,0.000926241999877675,0.002734376000262273
block.norm2,LayerNorm (Pre-FFN),352,0.10558176900349281,0.00029994820739628636,0.00019404199974815128,0.00042008200034615584
ff.linear1,FFN Linear 1,352,1.2600157319980099,0.003579590147721619,0.0030273259999376023,0.009881312999823422
ff.gelu,GELU Activation,352,0.08553577300244797,0.00024299935512059082,0.0002015290001509129,0.00073636000024635
ff.linear2,FFN Linear 2,352,1.2494552459970691,0.003549588767037128,0.0029829439999957685,0.01034251500004757
model.output_head,Output Head Projection,11,0.17093959499925404,0.015539963181750367,0.00820892100000492,0.0719963070000631
attn.cache_concat,KV Cache Concat,320,0.1261094299979959,0.0003940919687437372,0.00034350900023127906,0.0005505429999175249
