name,pretty_name,count,total,avg,min,max
block.norm1,LayerNorm (Pre-Attention),352,0.11967268799901376,0.00033997922726992545,0.00018002900003466493,0.0012859909999178853
attn.q_proj,Attn Q Proj,352,0.4543953180002518,0.0012908957897734426,0.0009604929999795786,0.008244731999980104
attn.k_proj,Attn K Proj,352,0.4559549020008262,0.0012953264261387108,0.0009714689999782422,0.008691795000004277
attn.v_proj,Attn V Proj,352,0.456331220000493,0.0012963955113650368,0.0009655809999458143,0.008675474000028771
attn.matmul_qk,QKᵀ MatMul,352,0.5693224569999984,0.0016173933437499954,0.0004461350000610764,0.1622325710000041
attn.apply_causal_mask,Causal Mask,352,0.5178067810003313,0.001471041991478214,0.0002721219999557434,0.025485731000003398
attn.softmax,Softmax,352,1.2497192460011775,0.0035503387670487996,0.0001463649999777772,0.2218232220000118
attn.weighted_sum,Attention Weighted Sum,352,0.46220204599956105,0.0013130739943169349,0.0003382009999768343,0.01272832200004359
attn.out_projection,Output Projection,352,0.41199842599860403,0.0011704500738596705,0.0009027980000837488,0.0034614670000792103
block.norm2,LayerNorm (Pre-FFN),352,0.1245651959998213,0.00035387839772676506,0.000268122999955267,0.0012577030000784362
ff.linear1,FFN Linear 1,352,1.3046457480004392,0.003706379965910339,0.0030048359999454988,0.01053754999998091
ff.gelu,GELU Activation,352,0.0954757850012129,0.00027123802557162753,0.00016422099997726036,0.0015988799999604453
ff.linear2,FFN Linear 2,352,1.6269085030003225,0.004621899156250916,0.002944070000012289,0.021258679999959895
model.output_head,Output Head Projection,11,0.2085742060000939,0.018961291454553993,0.007416875999979311,0.0708002830000396
attn.cache_concat,KV Cache Concat,320,0.3674700159990607,0.0011483437999970647,0.0010382830000708054,0.0016007360000003246
