name,pretty_name,group,count,total,avg,min,max
block.norm1,LayerNorm (Pre-Attn),Layer Normalization,32,0.058462152010179125,0.0018269422503180976,0.0015677460032748058,0.004256431988324039
attn.q_proj,Q Projection,Self-Attention,32,0.31770174398843665,0.009928179499638645,0.00942478199431207,0.019861673994455487
attn.k_proj,K Projection,Self-Attention,32,0.3086318069981644,0.009644743968692637,0.009405901000718586,0.010287646000506356
attn.v_proj,V Projection,Self-Attention,32,0.30909701297059655,0.009659281655331142,0.0094180599990068,0.010430812006234191
attn.matmul_qk,QKᵀ MatMul,Self-Attention,32,6.001350904014544,0.1875422157504545,0.10901278299570549,2.536959757999284
attn.apply_causal_mask,Causal Mask,Self-Attention,32,3.7401760969805764,0.11688050303064301,0.1153472169971792,0.13788700000441168
attn.softmax,Softmax,Self-Attention,32,8.804369970006519,0.2751365615627037,0.19359201699262485,2.7895884579920676
attn.weighted_sum,Attention Weighted Sum,Self-Attention,32,5.2883128249959555,0.1652597757811236,0.16350924399739597,0.1970390959904762
attn.out_projection,Output Projection,Self-Attention,32,0.2634212699776981,0.008231914686803066,0.0080452870024601,0.00856236599793192
block.norm2,LayerNorm (Pre-FFN),Layer Normalization,32,0.05639556697860826,0.001762361468081508,0.001593858003616333,0.002239061999716796
ff.linear1,FFN Linear 1,Feed Forward Network,32,1.0717181099607842,0.033491190936274506,0.03329824999673292,0.034641746009583585
ff.gelu,GELU Activation,Feed Forward Network,32,0.11241412095841952,0.00351294127995061,0.0033435850054956973,0.004017076003947295
ff.linear2,FFN Linear 2,Feed Forward Network,32,1.0268094330676831,0.0320877947833651,0.031587720004608855,0.03375065900036134
model.output_head,Output Head Projection,Output Head / Extra Proj,1,0.270644591000746,0.270644591000746,0.270644591000746,0.270644591000746
