name,pretty_name,count,total,avg,min,max
block.norm1,LayerNorm (Pre-Attention),352,0.12738076999926307,0.00036187718749790645,0.0002678670000477723,0.0019998959999156796
attn.q_proj,Attn Q Proj,352,0.4924635129992794,0.0013990440710206801,0.0009610689999135502,0.012112878000039018
attn.k_proj,Attn K Proj,352,0.49557146500148974,0.0014078734801178687,0.000969643999951586,0.012099663000071814
attn.v_proj,Attn V Proj,352,0.49449620199948185,0.0014048187556803462,0.0009644289999641842,0.012105839000014385
attn.matmul_qk,QKᵀ MatMul,352,1.8156092019997914,0.005157980687499408,0.0004442789999075103,0.640878010999927
attn.apply_causal_mask,Causal Mask,352,1.6378398540008448,0.004652954130684218,0.00031192999995255377,0.06598777200008499
attn.softmax,Softmax,352,2.905920931000651,0.008255457190342758,0.00016361300004064105,0.7152289460000247
attn.weighted_sum,Attention Weighted Sum,352,1.528970248998803,0.004343665480110236,0.0004235119999975723,0.04832575700004327
attn.out_projection,Output Projection,352,0.44458169699964856,0.0012630161846580925,0.0009085579999918991,0.0047218259999226575
block.norm2,LayerNorm (Pre-FFN),352,0.13391035700010434,0.0003804271505684782,0.00028421899992281396,0.0014418920000025537
ff.linear1,FFN Linear 1,352,1.6842444209996756,0.004784785286930896,0.003006180000056702,0.02341530999990482
ff.gelu,GELU Activation,352,0.11914499200031514,0.0003384800909099862,0.00017039700003351754,0.0022974580000436617
ff.linear2,FFN Linear 2,352,1.4829145259998313,0.0042128253579540665,0.0029433009999593196,0.01701716499997019
model.output_head,Output Head Projection,11,0.21113204900018445,0.019193822636380406,0.007458571000029224,0.13583041300000787
attn.cache_concat,KV Cache Concat,320,0.641521193000699,0.002004753728127184,0.0018931789999214743,0.0025651010000729
