name,pretty_name,group,count,total,avg,min,max
block.norm1,LayerNorm (Pre-Attn),Layer Normalization,352,0.12798533090972342,0.00036359469008444154,0.0002659150050021708,0.0029143470019334927
attn.q_proj,Q Projection,Self-Attention,352,0.49363318606629036,0.001402367005870143,0.0009488460054853931,0.013032657996518537
attn.k_proj,K Projection,Self-Attention,352,0.4964214238716522,0.001410288135999012,0.0009635019960114732,0.01171652099583298
attn.v_proj,V Projection,Self-Attention,352,0.49457089314819314,0.0014050309464437305,0.0009587340027792379,0.010099526989506558
attn.matmul_qk,QKᵀ MatMul,Self-Attention,352,1.8336145510693314,0.005209132247356055,0.00044133600022178143,0.643123685993487
attn.apply_causal_mask,Causal Mask,Self-Attention,352,1.0971277340431698,0.003116840153531732,0.0002694670110940933,0.05079570999077987
attn.softmax,Softmax,Self-Attention,352,2.899851810216205,0.0082382153699324,0.00016450899420306087,0.7108874319965253
attn.weighted_sum,Attention Weighted Sum,Self-Attention,352,1.5114974999742117,0.0042940269885631014,0.0004195439978502691,0.048006480996264145
attn.out_projection,Output Projection,Self-Attention,352,0.44768327999918256,0.0012718274999976777,0.0009009750065160915,0.004653579002479091
block.norm2,LayerNorm (Pre-FFN),Layer Normalization,352,0.13173036300577223,0.00037423398581185296,0.00028354700771160424,0.001349639002000913
ff.linear1,FFN Linear 1,Feed Forward Network,352,1.7095135039126035,0.004856572454297169,0.003008647996466607,0.025978820005548187
ff.gelu,GELU Activation,Feed Forward Network,352,0.11824608095048461,0.000335926366336604,0.00017231599485967308,0.002135929011274129
ff.linear2,FFN Linear 2,Feed Forward Network,352,1.4867475478240522,0.004223714624500149,0.0029439460049616173,0.016853291002917103
model.output_head,Output Head Projection,Output Head / Extra Proj,11,0.21152109799731988,0.01922919072702908,0.007435798994265497,0.13633070800278801
attn.cache_concat,KV Cache Concat,Self-Attention,320,0.6451032780605601,0.00201594774393925,0.0018902379961218685,0.0026851020083995536
