name,pretty_name,count,total,avg,min,max
block.norm1,LayerNorm (Pre-Attention),352,0.12940193599911254,0.0003676191363611152,0.0002669989999048994,0.0073315039999215514
attn.q_proj,Attn Q Proj,352,0.8140011699970273,0.0023125033238551914,0.001144795000072918,0.25182177800002137
attn.k_proj,Attn K Proj,352,0.23404025800346062,0.0006648870966007404,0.0005144149999978254,0.001925313000128881
attn.v_proj,Attn V Proj,352,0.2285970880009245,0.0006494235454571718,0.0005015189999539871,0.00192048100007014
attn.gqa_expand,Attn Gqa Expand,352,0.15954218299907552,0.0004532448380655555,0.00038558799997190363,0.001817732000063188
attn.matmul_qk,QKᵀ MatMul,352,0.2811446850014363,0.0007987064914813532,0.0004312500000196451,0.044179068999937954
attn.apply_causal_mask,Causal Mask,352,0.17661573200120984,0.0005017492386398006,0.0003104859999893961,0.0031610490000275604
attn.softmax,Softmax,352,0.5587693189982019,0.0015874128380630737,0.00017074599986699468,0.025965583000015613
attn.weighted_sum,Attention Weighted Sum,352,0.2466910070013455,0.0007008267244356406,0.00033400500001334876,0.012038390000043364
attn.out_projection,Output Projection,352,0.7683717619972867,0.002182874323855928,0.0010977559998082143,0.013277197999968848
block.norm2,LayerNorm (Pre-FFN),352,0.12722666200033927,0.00036143938068278203,0.0002634469999520661,0.0017700219998459943
ff.swiglu,Ff Swiglu,352,6.810968730996592,0.019349342985785774,0.010634630000140533,0.0977571219998481
model.output_head,Output Head Projection,11,0.28081528599955163,0.025528662363595602,0.009261361999961082,0.10797912999987602
attn.cache_concat,KV Cache Concat,320,0.15582548100110216,0.0004869546281284443,0.00040174699984163453,0.0008836829999836482
