name,pretty_name,count,total,avg,min,max
block.norm1,LayerNorm (Pre-Attention),352,0.12131633056560531,0.00034464866637956055,0.00026659498689696193,0.003438798012211919
attn.qkv_projection,QKV Projection,352,1.95568120846292,0.005555912524042386,0.0027461150311864913,0.21838195400778204
attn.matmul_qk,QKᵀ MatMul,352,0.7776233479380608,0.0022091572384604,0.0004515900509431958,0.0523640820174478
attn.apply_causal_mask,Causal Mask,32,0.18561136105563492,0.005800355032988591,0.0036744800163432956,0.008919893007259816
attn.softmax,Softmax,352,1.8514753592316993,0.00525987317963551,0.00016931397840380669,0.06171409401576966
attn.weighted_sum,Attention Weighted Sum,352,0.34306887636194006,0.0009746274896646024,0.00034995703026652336,0.009035702038090676
attn.out_projection,Output Projection,352,0.6569917207816616,0.0018664537522206294,0.0010815180139616132,0.006009615026414394
block.norm2,LayerNorm (Pre-FFN),352,0.1193392479326576,0.0003390319543541409,0.0002690909896045923,0.0010528460261411965
ff.linear1,FFN Linear 1,352,0.6894153639441356,0.0019585663748412944,0.0011441109818406403,0.005134884035214782
ff.gelu,GELU Activation,352,0.09022435534279794,0.00025631919131476684,0.0002004189882427454,0.0064220359781757
ff.linear2,FFN Linear 2,352,0.6593432421213947,0.0018731342105721442,0.0010498060146346688,0.004885408037807792
model.output_head,Output Head Projection,11,0.2858197659952566,0.025983615090477873,0.013606064021587372,0.13841325999237597
attn.cache_concat,Attn Cache Concat,320,0.35032841900829226,0.0010947763094009133,0.0009009399800561368,0.0018456880352459848
